"","number","abstract","section_name"
"5477",5477,"A takeover of the state’s largest school district has led to lawsuits and accusations that minority voters are being ignored. At the center of it are a majority-black high school and a member of the Class of 1961.","U.S."
"5478",5478,"Asset prices reflect expectations that the world is going to remain in a low-growth mode for a long time to come.","The Upshot"
"5479",5479,"The electronic implants reduced Parkinson’s symptoms, but also erased some patients’ ability to swim.","Health"
"5480",5480,"Neighborhood residents relish the quiet streets and are working to resurrect the area’s heritage as a garden district.","Real Estate"
"5481",5481,"Rudolph, who was involved in a brawl with the Browns this month, was benched after two straight underwhelming starts at quarterback.","Sports"
"5482",5482,"The things that may be relevant when talking to relatives.","The Upshot"
"5483",5483,"Michael Bloomberg made a splashy entrance into the 2020 race — and you’ll see one of his ads soon.","U.S."
"5484",5484,"Rian Johnson narrates a sequence from his film.","Movies"
"5485",5485,"Birria tacos, loved in Tijuana and Instagram-famous in Los Angeles, draw crowds to a corner of Jackson Heights.","Food"
"5486",5486,"A retired nurse, she was the first black woman to reach both poles, doing so in her 70s after deciding that she wanted a little adventure in her life.","U.S."
"5487",5487,"These choices are outstanding read-alouds any time of day, but they will seem especially magical as you’re winding down at night.","Books"
"5488",5488,"“In our politics today, we’ve forgotten to talk about the poor as intently as we’ve fought for the middle class,” Mr. Castro said, proposing free breakfast and lunch for all public school students.","U.S."
"5489",5489,"Lawyers on the right are advancing arguments they once rejected on principle.","Opinion"
"5490",5490,"Seven tips on how to navigate conversations about food at Thanksgiving.","Style"
"5491",5491,"The comments, made in an interview with the former Fox News host Bill O’Reilly, came three weeks after nine American citizens, including six children, were killed in Mexico.","U.S."
"5492",5492,"A raft of books, both fiction and nonfiction, examined women’s anger from personal and political angles — and suggested that the fire is just getting started.","Books"
"5493",5493,"The latest books to give — and keep for yourself! — this season.","Books"
"5494",5494,"The latest books to give — and keep for yourself! — this season.","Books"
"5495",5495,"Dominique Browning’s roundup of outdoor books takes readers high in the sky to watch clouds and birds, then settles to earth in some spectacular gardens.","Books"
"5496",5496,"“We feel as though our ancestors are coming back and talking to us,” said a member of a historical committee that is investigating the discovery of about 145 coffins at a high school.","U.S."
"5497",5497,"Our son makes the holidays challenging, but I treasure every moment of grace and connection.","Opinion"
"5498",5498,"Citizens voted overwhelmingly for pro-democracy candidates. It was a clear signal to Beijing that the protests are not a foreign plot.","Opinion"
"5499",5499,"How Sephora, Gucci, Kiehl’s and more track about 20 million online shoppers every day. (Spoiler: with cartoons.)","Style"
"5500",5500,"With another development planned at the site of a baseball stadium, local officials are trying to achieve revitalization without gentrification.","New York"
"5501",5501,"The comments, made in an interview with the former Fox News host Bill O’Reilly, came three weeks after nine American citizens, including six children, were killed in Mexico.","U.S."
"5502",5502,"The latest books to give — and keep for yourself! — this season.","Books"
"5503",5503,"Dominique Browning’s roundup of outdoor books takes readers high in the sky to watch clouds and birds, then settles to earth in some spectacular gardens.","Books"
"5504",5504,"The latest books to give — and keep for yourself! — this season.","Books"
"5505",5505,"Our son makes the holidays challenging, but I treasure every moment of grace and connection.","Opinion"
"5506",5506,"“We feel as though our ancestors are coming back and talking to us,” said a member of a historical committee that is investigating the discovery of about 145 coffins at a high school.","U.S."
"5507",5507,"A raft of books, both fiction and nonfiction, examined women’s anger from personal and political angles — and suggested that the fire is just getting started.","Books"
"5508",5508,"How Sephora, Gucci, Kiehl’s and more track about 20 million online shoppers every day. (Spoiler: with cartoons.)","Style"
"5509",5509,"The F.B.I. never tried to place undercover agents or informants inside the Trump campaign, a highly anticipated inspector general’s report is expected to find.","U.S."
"5510",5510,"“They want to be loved,” said the founder of Chiz’s Heart Street, a group home where residents cook and celebrate together.","New York"
"5511",5511,"Our son makes the holidays challenging, but I treasure every moment of grace and connection.","Opinion"
"5512",5512,"A raft of books, both fiction and nonfiction, examined women’s anger from personal and political angles — and suggested that the fire is just getting started.","Books"
"5513",5513,"With another development planned at the site of a baseball stadium, local officials are trying to achieve revitalization without gentrification.","New York"
"5514",5514,"Ana Khouri and the Olsen sisters come together for one of the season’s most unexpected collaborations.","T Magazine"
"5515",5515,"Roland Berger, a prominent consultant, often spoke of his father as a moral inspiration and victim of the Gestapo. It turns out he was head bookkeeper for the Hitler Youth.","Business Day"
"5516",5516,"For decades, they lived in a crumbling palace in Delhi, claiming to be the royal heirs to the fallen kingdom of Oudh. Who were they?","Podcasts"
"5517",5517,"They’re quite possibly the best part of the holiday. Here’s what to do with them.","Food"
"5518",5518,"It’s not a day. It’s a synonym for “sale.” And it needs to change.","Style"
"5519",5519,"As they prepared for “Der Rosenkavalier” at the Met, the mezzo-soprano Magdalena Kozena and the conductor Simon Rattle joined musicians for a chamber concert.","Arts"
"5520",5520,"Daniel Kaluuya and Jodie Turner-Smith star in Melina Matsoukas’s dreamy but intense outlaw romance.","Movies"
"5521",5521,"Whether politics or favorite side dishes are the issue, this crash course will help everyone get along at the table this holiday season.","Smarter Living"
"5522",5522,"Don’t trade away your health data without considering the potential issues first.","Smarter Living"
"5523",5523,"My top picks have knockout art and stories that will help your little one settle in for the night.","Books"
"5524",5524,"In this Bergen County borough, the shopping district has a wholesome vibe and everyone seems to know everyone. But Times Square is only 12 miles away.","Real Estate"
"5525",5525,"The passes have encouraged fans of snow sports to visit more than one mountain on a vacation. Here’s how to navigate the new landscape.","Travel"
"5526",5526,"There’s never been so much technology to help optimize your time on the mountains.","Travel"
